transcript_id,SRX2000912,SRX2000913,SRX2000916,SRX2000917
MSTRG.2529.1,6183,5428,4461,4248
JVCI|rna_AFUA_2G11040-1,13,12,6,6
JVCI|rna_AFUA_2G11070-1,102,99,119,120
JVCI|rna_AFUA_2G11080-1,125,122,73,89
MSTRG.2526.1,62,101,61,58
JVCI|rna_AFUA_2G11090-1,126,90,109,122
MSTRG.2527.1,219,190,142,123
JVCI|rna_AFUA_2G11100-1,500,444,209,257
JVCI|rna_AFUA_2G11110-1,874,892,442,498
MSTRG.2534.2,0,7268,381,0
JVCI|rna_AFUA_2G11120-1,0,0,0,0
JVCI|rna_AFUA_2G11130-1,0,0,0,0
MSTRG.2534.1,7960,0,1419,1763
MSTRG.2535.1,568,556,361,373
MSTRG.2535.2,31,22,0,0
MSTRG.2532.1,168,87,212,37
JVCI|rna_AFUA_2G11140-1,390,367,253,448
JVCI|rna_AFUA_2G11150-1,3934,4038,4763,4991
JVCI|rna_AFUA_2G11162-1,148,127,176,172
MSTRG.2539.1,152,265,6,43
MSTRG.2539.2,111,0,0,0
JVCI|rna_AFUA_2G11170-1,23,0,238,187
MSTRG.2536.1,820,762,99,112
MSTRG.2538.1,44,32,11,7
MSTRG.2540.2,0,160,0,0
MSTRG.2540.1,229,97,125,638
JVCI|rna_AFUA_2G11180-1,923,905,479,0
JVCI|rna_AFUA_2G11190-1,211,241,161,198
JVCI|rna_AFUA_2G11210-1,767,817,561,711
MSTRG.2543.1,77,123,62,53
JVCI|rna_AFUA_2G11220-1,55,55,43,40
JVCI|rna_AFUA_2G11230-1,186,155,224,223
JVCI|rna_AFUA_2G11240-1,237,215,150,118
JVCI|rna_AFUA_2G11250-1,223,221,186,149
JVCI|rna_AFUA_2G11260-1,1376,1506,1023,1016
JVCI|rna_AFUA_2G11270-1,219,307,67,78
JVCI|rna_AFUA_2G11280-1,3,0,2,1
JVCI|rna_AFUA_2G11290-1,1075,973,1018,1029
MSTRG.2552.1,1070,529,41,19
JVCI|rna_AFUA_2G11300-1,1023,1871,894,1046
JVCI|rna_AFUA_2G11310-1,505,551,275,276
JVCI|rna_AFUA_2G11320-1,81,117,99,121
MSTRG.2554.1,808,673,852,723
JVCI|rna_AFUA_2G11330-1,23,0,0,123
JVCI|rna_AFUA_2G11340-1,1611,1521,2090,2246
MSTRG.2557.1,130,91,151,124
MSTRG.2557.2,11,96,19,23
JVCI|rna_AFUA_2G11350-1,52,0,62,45
MSTRG.2555.2,0,0,18,120
JVCI|rna_AFUA_2G11370-1,0,0,0,0
MSTRG.2562.2,0,5,0,2
JVCI|rna_AFUA_2G11400-1,0,0,0,0
MSTRG.2562.4,0,23,28,0
JVCI|rna_AFUA_2G11360-1,79,87,98,6
MSTRG.2558.1,113,94,56,56
JVCI|rna_AFUA_2G11380-1,195,179,203,208
MSTRG.2561.1,7,0,2,0
MSTRG.2562.1,258,289,146,182
MSTRG.2560.1,138,149,93,98
MSTRG.2566.2,0,100,0,240
JVCI|rna_AFUA_2G11420-1,0,0,0,0
MSTRG.2566.1,331,214,608,395
JVCI|rna_AFUA_2G11430-1,293,319,184,182
MSTRG.2564.1,1451,1383,1438,1378
JVCI|rna_AFUA_2G11440-1,10,1,14,0
JVCI|rna_AFUA_2G11450-1,332,328,278,266
MSTRG.2563.1,25,24,6,11
JVCI|rna_AFUA_2G11460-1,51,64,252,10
MSTRG.2568.2,219,223,0,267
MSTRG.2569.1,281,580,152,304
JVCI|rna_AFUA_2G11470-1,305,0,349,237
JVCI|rna_AFUA_2G11475-1,1217,1117,1542,1424
MSTRG.2571.1,421,387,399,455
MSTRG.2572.1,80,59,96,73
JVCI|rna_AFUA_2G11480-1,201,173,235,252
MSTRG.2574.1,150,445,101,413
JVCI|rna_AFUA_2G11490-1,381,0,301,0
MSTRG.2581.1,5,6,0,0
JVCI|rna_AFUA_2G11580-1,21,13,9,6
JVCI|rna_AFUA_2G11625-1,1,1,1,1
JVCI|rna_AFUA_2G11620-1,6,0,0,0
MSTRG.2582.1,0,61,0,33
JVCI|rna_AFUA_2G11590-1,43,44,17,16
JVCI|rna_AFUA_2G11600-1,74,6,66,39
JVCI|rna_AFUA_2G11610-1,8,3,0,0
MSTRG.2579.2,0,40,102,0
JVCI|rna_AFUA_2G11560-1,0,54,75,110
MSTRG.2583.4,0,0,49,177
MSTRG.2578.1,326,342,198,175
JVCI|rna_AFUA_2G11500-1,54,38,13,27
MSTRG.2579.1,1333,1228,1099,272
JVCI|rna_AFUA_2G11510-1,7,101,28,954
JVCI|rna_AFUA_2G11520-1,3048,3110,2112,2082
JVCI|rna_AFUA_2G11530-1,16,26,10,14
MSTRG.2576.1,19,23,17,17
JVCI|rna_AFUA_2G11540-1,1333,1230,1270,1230
JVCI|rna_AFUA_2G11550-1,1528,1450,1478,1511
MSTRG.2583.1,10,182,0,0
MSTRG.2583.3,428,194,300,135
MSTRG.2584.1,948,838,683,765
JVCI|rna_AFUA_2G11570-1,88,49,71,36
MSTRG.2585.1,365,354,279,321
JVCI|rna_AFUA_2G11630-1,5,6,8,11
JVCI|rna_AFUA_2G11640-1,237,207,252,283
MSTRG.2588.1,434,391,382,422
JVCI|rna_AFUA_2G11650-1,23,23,18,7
JVCI|rna_AFUA_2G11660-1,497,494,289,319
MSTRG.2590.1,857,895,757,754
JVCI|rna_AFUA_2G11670-1,100,0,18,39
MSTRG.2587.1,331,177,165,167
JVCI|rna_AFUA_2G11680-1,148,290,289,292
JVCI|rna_AFUA_2G11700-1,227,191,163,158
JVCI|rna_AFUA_2G11710-1,411,406,421,441
JVCI|rna_AFUA_2G11720-1,0,0,829,0
MSTRG.2594.1,1209,1145,201,1095
JVCI|rna_AFUA_2G11730-1,434,580,436,496
JVCI|rna_AFUA_2G11740-1,533,574,251,250
JVCI|rna_AFUA_2G11750-1,373,394,239,230
MSTRG.2598.1,169,160,80,90
MSTRG.2599.1,20,19,8,5
JVCI|rna_AFUA_2G11760-1,0,0,0,0
JVCI|rna_AFUA_2G11770-1,0,0,0,0
MSTRG.2601.1,125,860,102,0
MSTRG.2601.2,594,273,482,781
MSTRG.2602.1,552,178,851,787
MSTRG.2602.2,89,299,67,59
MSTRG.2597.1,33,37,33,26
JVCI|rna_AFUA_2G11780-1,1467,1881,1514,1565
MSTRG.2603.2,762,267,167,80
MSTRG.2603.1,181,698,677,760
JVCI|rna_AFUA_2G11790-1,223,270,244,290
MSTRG.2604.1,13,24,13,9
JVCI|rna_AFUA_2G11800-1,593,555,573,548
JVCI|rna_AFUA_2G11810-1,312,326,247,258
JVCI|rna_AFUA_2G11830-1,299,327,107,130
JVCI|rna_AFUA_2G11840-1,0,1013,0,881
MSTRG.2607.2,1743,812,1676,901
JVCI|rna_AFUA_2G11850-1,7740,7633,7705,7883
JVCI|rna_AFUA_2G11860-1,624,585,593,547
MSTRG.2610.1,149,170,110,98
MSTRG.2611.1,59,60,50,44
JVCI|rna_AFUA_2G11870-1,998,1066,722,779
MSTRG.2613.1,320,314,378,409
JVCI|rna_AFUA_2G11880-1,30,39,39,10
JVCI|rna_AFUA_2G11890-1,95,77,138,108
MSTRG.2615.1,423,400,287,296
JVCI|rna_AFUA_2G11900-1,41,59,3,14
JVCI|rna_AFUA_2G11910-1,0,0,0,0
JVCI|rna_AFUA_2G11920-1,0,0,0,0
MSTRG.2622.2,0,1278,0,0
JVCI|rna_AFUA_2G11960-1,0,58,85,0
MSTRG.2621.1,69,532,1179,152
MSTRG.2621.2,223,294,0,1060
MSTRG.2621.3,481,0,0,0
MSTRG.2622.1,2550,1420,2089,2044
JVCI|rna_AFUA_2G11940-1,337,5,0,101
JVCI|rna_AFUA_2G11970-1,363,362,313,255
MSTRG.2618.1,110,259,11,324
MSTRG.2618.2,119,167,235,0
JVCI|rna_AFUA_2G11990-1,264,57,99,0
JVCI|rna_AFUA_2G12000-1,93,82,217,227
MSTRG.2619.1,135,227,223,235
JVCI|rna_AFUA_2G12010-1,77,0,0,0
JVCI|rna_AFUA_2G12020-1,249,222,259,253
MSTRG.2623.1,638,616,503,565
JVCI|rna_AFUA_2G12030-1,3,0,0,2
JVCI|rna_AFUA_2G12040-1,23,25,12,12
JVCI|rna_AFUA_2G12120-1,275,283,230,213
JVCI|rna_AFUA_2G12130-1,396,311,263,258
JVCI|rna_AFUA_2G12070-1,0,0,0,0
JVCI|rna_AFUA_2G12080-1,0,0,0,0
MSTRG.2629.3,0,134,303,181
JVCI|rna_AFUA_2G12100-1,0,0,0,0
MSTRG.2624.1,157,142,651,441
JVCI|rna_AFUA_2G12050-1,422,416,0,233
JVCI|rna_AFUA_2G12060-1,562,643,394,481
MSTRG.2628.1,370,341,243,234
MSTRG.2629.1,479,293,161,307
JVCI|rna_AFUA_2G12110-1,289,306,159,169
JVCI|rna_AFUA_2G12140-1,0,0,0,0
MSTRG.2633.1,464,490,382,385
JVCI|rna_AFUA_2G12150-1,441,476,210,224
JVCI|rna_AFUA_2G12160-1,375,404,291,260
MSTRG.2639.1,0,0,2,0
JVCI|rna_AFUA_2G12210-1,0,0,0,0
JVCI|rna_AFUA_2G12170-1,101,88,66,73
MSTRG.2635.1,939,889,1324,1216
JVCI|rna_AFUA_2G12180-1,36,36,26,29
JVCI|rna_AFUA_2G12190-1,209,183,208,198
MSTRG.2637.1,1007,1195,888,929
JVCI|rna_AFUA_2G12200-1,101,0,31,23
MSTRG.2638.1,495,552,402,414
MSTRG.2641.2,0,177,0,0
JVCI|rna_AFUA_2G12260-1,0,0,0,0
MSTRG.2641.1,288,89,183,191
MSTRG.2643.2,0,0,0,96
MSTRG.2645.2,0,0,111,0
MSTRG.2640.1,718,704,352,357
JVCI|rna_AFUA_2G12220-1,23,10,0,20
MSTRG.2643.1,201,482,148,108
JVCI|rna_AFUA_2G12230-1,699,354,529,476
MSTRG.2644.1,146,142,41,35
MSTRG.2645.1,434,383,189,318
JVCI|rna_AFUA_2G12250-1,6,16,0,1
JVCI|rna_AFUA_2G12280-1,0,0,0,0
JVCI|rna_AFUA_2G12300-1,0,0,0,0
MSTRG.2642.1,462,472,257,253
MSTRG.2646.1,475,431,348,503
JVCI|rna_AFUA_2G12310-1,6,11,147,19
MSTRG.2647.2,0,69,0,0
MSTRG.2647.1,318,269,189,17
JVCI|rna_AFUA_2G12320-1,55,38,24,254
JVCI|rna_AFUA_2G12370-1,361,325,232,241
MSTRG.2649.3,0,444,157,72
MSTRG.2648.3,0,3,15,9
MSTRG.2648.4,0,2,0,4
MSTRG.2649.1,115,0,14,278
JVCI|rna_AFUA_2G12330-1,61,7,31,15
MSTRG.2649.4,227,0,138,0
JVCI|rna_AFUA_2G12340-1,4,5,0,3
MSTRG.2648.1,9,4,7,5
MSTRG.2651.1,167,135,273,288
JVCI|rna_AFUA_2G12350-1,3,2,8,7
JVCI|rna_AFUA_2G12360-1,1015,1273,854,886
MSTRG.2653.1,284,249,336,313
JVCI|rna_AFUA_2G12380-1,142,162,0,0
MSTRG.2654.2,340,85,222,0
MSTRG.2654.1,365,391,407,719
JVCI|rna_AFUA_2G12390-1,67,310,186,80
MSTRG.2655.1,206,314,285,509
JVCI|rna_AFUA_2G12400-1,1876,1581,2276,1973
JVCI|rna_AFUA_2G12410-1,972,1085,958,1054
MSTRG.2657.1,909,871,1394,1513
JVCI|rna_AFUA_2G12420-1,14,0,7,7
JVCI|rna_AFUA_2G12500-1,0,0,0,0
MSTRG.2665.1,189,202,445,411
MSTRG.2665.2,282,249,16,72
MSTRG.2664.1,0,121,0,150
JVCI|rna_AFUA_2G12510-1,0,0,0,0
MSTRG.2664.2,132,18,191,40
JVCI|rna_AFUA_2G12460-1,0,0,0,0
JVCI|rna_AFUA_2G12490-1,0,0,0,0
JVCI|rna_AFUA_2G12430-1,541,574,488,488
JVCI|rna_AFUA_2G12440-1,207,218,221,212
MSTRG.2660.1,637,475,821,854
JVCI|rna_AFUA_2G12450-1,360,446,0,0
MSTRG.2662.1,73,55,1,7
MSTRG.2662.2,23,0,0,219
JVCI|rna_AFUA_2G12470-1,238,308,345,146
MSTRG.2663.1,802,767,707,761
JVCI|rna_AFUA_2G12480-1,9,0,30,0
JVCI|rna_AFUA_2G12520-1,361,59,30,314
MSTRG.2666.2,275,604,572,298
MSTRG.2667.1,308,200,99,171
JVCI|rna_AFUA_2G12530-1,547,680,702,678
MSTRG.2668.1,1,1,1,1
MSTRG.2668.2,1,1,1,1
MSTRG.2669.1,1568,1516,1099,1096
JVCI|rna_AFUA_2G12540-1,17,11,9,8
MSTRG.2671.1,1507,1533,1092,676
MSTRG.2671.2,658,473,147,440
MSTRG.2671.3,158,0,126,373
JVCI|rna_AFUA_2G12550-1,61,128,145,28
JVCI|rna_AFUA_2G12560-1,1,0,2,2
JVCI|rna_AFUA_2G12650-1,97,102,59,21
MSTRG.2678.1,14,40,23,73
JVCI|rna_AFUA_2G12690-1,0,0,0,0
JVCI|rna_AFUA_2G12680-1,121,110,3,1
JVCI|rna_AFUA_2G12700-1,2,4,1,2
JVCI|rna_AFUA_2G12710-1,6,5,2,3
JVCI|rna_AFUA_2G12720-1,2,0,2,4
JVCI|rna_AFUA_2G12730-1,14,12,8,9
JVCI|rna_AFUA_2G12740-1,5,4,7,6
JVCI|rna_AFUA_2G12780-1,115,130,78,103
JVCI|rna_AFUA_2G12790-1,0,0,5,4
JVCI|rna_AFUA_2G12800-1,4,4,0,8
JVCI|rna_AFUA_2G12810-1,2,0,0,0
JVCI|rna_AFUA_2G12830-1,4,9,4,5
MSTRG.2683.1,0,7,0,0
JVCI|rna_AFUA_2G12820-1,0,4,0,0
MSTRG.2684.1,79,69,52,50
JVCI|rna_AFUA_2G12640-1,0,0,0,0
MSTRG.2681.1,0,5,0,0
MSTRG.2682.1,0,8,2,0
JVCI|rna_AFUA_2G12570-1,67,63,113,134
MSTRG.2672.1,343,371,429,202
JVCI|rna_AFUA_2G12580-1,330,284,215,421
JVCI|rna_AFUA_2G12590-1,319,326,330,333
MSTRG.2674.1,348,329,505,639
JVCI|rna_AFUA_2G12600-1,106,147,144,0
JVCI|rna_AFUA_2G12610-1,2237,1976,366,0
MSTRG.2675.2,128,110,2,395
JVCI|rna_AFUA_2G12630-1,7735,7473,549,560
MSTRG.2677.1,75,73,30,18
MSTRG.2680.1,140,149,91,81
JVCI|rna_AFUA_2G12850-1,0,0,0,0
MSTRG.2686.1,224,31,326,164
MSTRG.2686.2,9,453,292,279
MSTRG.2686.3,14,0,0,173
JVCI|rna_AFUA_2G12860-1,407,157,264,238
JVCI|rna_AFUA_2G12870-1,990,858,941,929
JVCI|rna_AFUA_2G12880-1,535,606,455,542
JVCI|rna_AFUA_2G12890-1,200,196,160,130
MSTRG.2692.1,74,30,219,250
MSTRG.2692.2,250,231,263,167
JVCI|rna_AFUA_2G12900-1,215,233,101,66
JVCI|rna_AFUA_2G12910-1,852,1016,485,508
MSTRG.2694.1,4,4,1,3
JVCI|rna_AFUA_2G12920-1,296,312,164,170
JVCI|rna_AFUA_2G12930-1,267,259,218,216
JVCI|rna_AFUA_2G12940-1,280,331,161,203
MSTRG.2696.1,116,115,89,97
JVCI|rna_AFUA_2G12950-1,19,19,18,20
MSTRG.2697.1,571,664,538,178
MSTRG.2697.2,124,0,0,0
JVCI|rna_AFUA_2G12960-1,414,364,188,597
JVCI|rna_AFUA_2G12970-1,239,227,263,272
JVCI|rna_AFUA_2G12980-1,1430,1888,1881,1881
JVCI|rna_AFUA_2G13025-1,66,64,12,16
MSTRG.2702.2,0,9,0,0
JVCI|rna_AFUA_2G13000-1,0,0,0,0
JVCI|rna_AFUA_2G13010-1,0,0,0,0
JVCI|rna_AFUA_2G12990-1,650,649,409,428
MSTRG.2702.1,2252,1958,2528,2521
MSTRG.2703.1,1599,1374,1651,1635
JVCI|rna_AFUA_2G13020-1,175,154,126,128
MSTRG.2700.2,12,0,0,0
JVCI|rna_AFUA_2G13030-1,201,227,193,210
MSTRG.2706.1,699,744,453,540
JVCI|rna_AFUA_2G13040-1,80,0,43,21
JVCI|rna_AFUA_2G13050-1,31,41,13,16
MSTRG.2704.1,6,5,6,3
JVCI|rna_AFUA_2G13070-1,0,0,0,0
JVCI|rna_AFUA_2G13060-1,358,394,225,245
MSTRG.2709.1,608,562,642,638
MSTRG.2718.1,70,0,0,0
MSTRG.2718.2,5,69,41,44
MSTRG.2714.1,0,0,0,17
MSTRG.2719.4,0,312,0,0
JVCI|rna_AFUA_2G13140-1,0,0,284,0
MSTRG.2711.1,437,439,481,148
JVCI|rna_AFUA_2G13080-1,13,6,11,340
MSTRG.2712.1,2,0,0,0
JVCI|rna_AFUA_2G13090-1,8,14,2,1
MSTRG.2711.4,744,703,949,953
JVCI|rna_AFUA_2G13100-1,342,394,260,313
MSTRG.2715.1,2413,2084,2830,2726
JVCI|rna_AFUA_2G13110-1,104,114,64,58
MSTRG.2716.1,8,19,23,8
MSTRG.2716.2,10,0,0,9
JVCI|rna_AFUA_2G13120-1,159,146,160,146
JVCI|rna_AFUA_2G13130-1,251,240,194,231
MSTRG.2719.1,22,41,1713,2051
MSTRG.2719.3,1575,322,0,0
MSTRG.2719.2,201,1346,46,85
MSTRG.2724.2,176,138,0,202
MSTRG.2724.1,12,0,191,0
JVCI|rna_AFUA_2G13150-1,4,15,10,10
MSTRG.2725.1,47,53,21,20
JVCI|rna_AFUA_2G13160-1,820,936,800,808
JVCI|rna_AFUA_2G13170-1,225,189,236,193
MSTRG.2720.1,13,18,30,16
JVCI|rna_AFUA_2G13175-1,414,393,461,486
JVCI|rna_AFUA_2G13180-1,12,11,11,10
JVCI|rna_AFUA_2G13190-1,63,53,30,22
JVCI|rna_AFUA_2G13200-1,356,316,302,266
JVCI|rna_AFUA_2G13210-1,257,245,230,217
JVCI|rna_AFUA_2G13250-1,0,0,0,0
MSTRG.2730.1,948,1029,776,776
JVCI|rna_AFUA_2G13230-1,60,47,0,139
JVCI|rna_AFUA_2G13240-1,1948,1933,2201,2403
MSTRG.2732.1,1402,1387,1604,1657
MSTRG.2733.1,15,10,11,12
MSTRG.2734.1,23,7,0,0
MSTRG.2735.1,19,15,0,6
MSTRG.2737.1,68,65,12,17
MSTRG.2738.1,1,0,0,1
MSTRG.2736.1,548,633,248,200
MSTRG.2736.2,90,111,0,70
JVCI|rna_AFUA_2G13260-1,41,24,6,14
MSTRG.2739.1,567,603,258,271
JVCI|rna_AFUA_2G13265-1,14,14,3,6
JVCI|rna_AFUA_2G13270-1,670,676,444,476
JVCI|rna_AFUA_2G13280-1,20,18,18,13
JVCI|rna_AFUA_2G13295-1,0,0,0,0
JVCI|rna_AFUA_2G13290-1,451,775,696,672
MSTRG.2743.2,274,0,0,0
MSTRG.2748.1,229,192,220,243
JVCI|rna_AFUA_2G13300-1,62,63,79,57
JVCI|rna_AFUA_2G13370-1,0,0,0,0
MSTRG.2744.1,156,677,159,511
MSTRG.2744.2,435,0,287,0
JVCI|rna_AFUA_2G13330-1,0,17,10,52
MSTRG.2750.1,1154,1076,1013,1019
JVCI|rna_AFUA_2G13310-1,289,274,202,249
JVCI|rna_AFUA_2G13320-1,14,9,22,4
MSTRG.2751.1,321,259,337,261
JVCI|rna_AFUA_2G13340-1,88,82,103,89
JVCI|rna_AFUA_2G13350-1,200,232,257,422
MSTRG.2754.1,240,222,147,0
JVCI|rna_AFUA_2G13360-1,13,18,25,3
MSTRG.2746.2,0,0,5,0
MSTRG.2745.1,620,735,666,190
JVCI|rna_AFUA_2G13380-1,111,55,12,522
JVCI|rna_AFUA_2G13390-1,15,16,10,20
MSTRG.2747.1,810,798,0,0
JVCI|rna_AFUA_2G13400-1,8,0,781,776
JVCI|rna_AFUA_2G13410-1,435,384,231,265
JVCI|rna_AFUA_2G13420-1,232,196,225,211
JVCI|rna_AFUA_2G13430-1,1944,2472,1288,1352
JVCI|rna_AFUA_2G13440-1,0,2317,1031,0
MSTRG.2759.1,0,270,0,0
MSTRG.2758.1,1974,4,469,1826
JVCI|rna_AFUA_2G13450-1,234,3,240,278
MSTRG.2760.2,0,0,260,0
JVCI|rna_AFUA_2G13460-1,0,0,0,0
MSTRG.2760.1,227,208,30,278
MSTRG.2762.1,385,564,546,680
MSTRG.2762.2,267,0,97,0
JVCI|rna_AFUA_2G13470-1,14,12,0,11
MSTRG.2761.1,183,333,170,173
JVCI|rna_AFUA_2G13480-1,216,50,45,63
MSTRG.2763.1,146,140,67,0
MSTRG.2763.2,138,81,35,90
JVCI|rna_AFUA_2G13490-1,856,847,772,785
JVCI|rna_AFUA_2G13500-1,827,935,2144,2320
JVCI|rna_AFUA_2G13540-1,401,400,327,316
JVCI|rna_AFUA_2G13550-1,121,117,102,116
JVCI|rna_AFUA_2G13560-1,91,114,126,148
JVCI|rna_AFUA_2G13570-1,375,396,273,248
JVCI|rna_AFUA_2G13580-1,144,153,131,126
JVCI|rna_AFUA_2G13512-1,0,0,0,0
MSTRG.2767.1,1049,963,1055,986
JVCI|rna_AFUA_2G13520-1,242,287,239,254
JVCI|rna_AFUA_2G13530-1,12673,13621,15954,17434
JVCI|rna_AFUA_2G13620-1,87,95,94,101
JVCI|rna_AFUA_2G13630-1,0,0,0,0
MSTRG.2779.1,137,205,70,175
MSTRG.2779.2,137,85,211,92
JVCI|rna_AFUA_2G13600-1,0,239,0,29
JVCI|rna_AFUA_2G13610-1,0,0,0,0
JVCI|rna_AFUA_2G13615-1,0,0,0,0
MSTRG.2774.1,11356,10628,11151,10871
JVCI|rna_AFUA_2G13590-1,5,6,5,8
MSTRG.2777.1,333,125,243,216
MSTRG.2778.1,342,382,297,298
MSTRG.2775.1,41,48,10,11
JVCI|rna_AFUA_2G13640-1,0,1,0,0
MSTRG.2781.2,0,0,104,0
JVCI|rna_AFUA_2G13660-1,0,0,0,0
MSTRG.2780.1,278,288,233,318
MSTRG.2781.1,246,234,494,506
JVCI|rna_AFUA_2G13650-1,17,15,4,8
MSTRG.2782.1,500,468,412,411
MSTRG.2784.2,1259,1576,1460,18
MSTRG.2784.1,552,753,1394,2746
MSTRG.2784.3,136,153,0,279
MSTRG.2784.4,746,384,0,0
JVCI|rna_AFUA_2G13680-1,272,171,160,117
JVCI|rna_AFUA_2G13690-1,9,11,0,0
MSTRG.2784.6,6,3,0,0
JVCI|rna_AFUA_2G13710-1,944,986,776,865
MSTRG.2786.2,0,1,0,0
MSTRG.2791.2,0,160,258,259
JVCI|rna_AFUA_2G13750-1,0,0,0,0
JVCI|rna_AFUA_2G13720-1,286,298,237,220
JVCI|rna_AFUA_2G13730-1,570,537,530,634
JVCI|rna_AFUA_2G13740-1,320,192,106,61
MSTRG.2792.1,451,127,371,451
MSTRG.2792.2,20,402,5,0
MSTRG.2789.1,3,7,18,8
MSTRG.2790.1,12,10,17,16
JVCI|rna_AFUA_2G13760-1,952,997,1184,1162
MSTRG.2788.1,58,39,54,47
JVCI|rna_AFUA_2G13770-1,1625,1585,2869,2771
MSTRG.2793.1,370,446,332,506
JVCI|rna_AFUA_2G13800-1,0,0,11,5
JVCI|rna_AFUA_2G13790-1,8,15,6,6
JVCI|rna_AFUA_2G13810-1,29,36,45,37
MSTRG.2795.1,814,798,0,0
MSTRG.2795.2,118,271,0,0
JVCI|rna_AFUA_2G13780-1,3,1,391,450
JVCI|rna_AFUA_2G13820-1,0,0,0,0
MSTRG.2796.1,925,868,814,743
MSTRG.2799.2,0,26,0,0
MSTRG.2799.1,69,61,47,62
JVCI|rna_AFUA_2G13830-1,227,278,78,87
MSTRG.2801.1,175,177,77,70
MSTRG.2798.2,0,0,24,0
MSTRG.2798.1,255,265,42,87
JVCI|rna_AFUA_2G13840-1,13,15,4,6
MSTRG.2802.1,2066,1447,52,319
MSTRG.2802.2,96,645,873,704
JVCI|rna_AFUA_2G13850-1,576,871,175,217
JVCI|rna_AFUA_2G13900-1,3,1,0,0
JVCI|rna_AFUA_2G13910-1,309,288,247,267
MSTRG.2808.1,91,88,161,153
JVCI|rna_AFUA_2G13870-1,0,201,0,0
MSTRG.2803.1,4404,3733,4111,4155
JVCI|rna_AFUA_2G13860-1,10,12,6,5
MSTRG.2804.1,367,131,219,224
MSTRG.2805.1,187,200,125,110
JVCI|rna_AFUA_2G13880-1,23,16,60,82
JVCI|rna_AFUA_2G13890-1,605,599,478,494
JVCI|rna_AFUA_2G13930-1,0,0,0,0
MSTRG.2809.1,174,153,213,198
MSTRG.2810.1,1,0,0,0
JVCI|rna_AFUA_2G13940-1,2159,2359,2283,2445
MSTRG.2818.2,0,0,11,0
MSTRG.2818.3,0,141,142,0
JVCI|rna_AFUA_2G13990-1,0,0,0,0
MSTRG.2822.3,0,312,0,214
JVCI|rna_AFUA_2G13950-1,24,26,14,26
MSTRG.2817.1,449,405,486,475
JVCI|rna_AFUA_2G13960-1,163,31,0,133
JVCI|rna_AFUA_2G13970-1,257,273,271,287
MSTRG.2820.1,338,235,378,353
JVCI|rna_AFUA_2G13980-1,123,222,0,13
MSTRG.2821.1,119,798,0,97
MSTRG.2821.2,805,264,484,477
MSTRG.2822.1,995,515,896,542
MSTRG.2823.1,663,624,779,716
JVCI|rna_AFUA_2G14000-1,386,404,424,624
MSTRG.2812.1,26,30,0,13
JVCI|rna_AFUA_2G14010-1,1156,1369,707,831
MSTRG.2815.1,1882,1644,1806,1877
JVCI|rna_AFUA_2G14020-1,18,86,0,0
MSTRG.2827.3,0,38,0,0
JVCI|rna_AFUA_2G14030-1,2064,1899,1996,1990
MSTRG.2826.1,384,390,318,352
JVCI|rna_AFUA_2G14040-1,62,0,0,0
JVCI|rna_AFUA_2G14060-1,9,0,298,16
MSTRG.2827.2,431,380,32,288
MSTRG.2828.1,169,250,235,304
JVCI|rna_AFUA_2G14070-1,140,17,110,12
MSTRG.2829.1,576,833,809,759
JVCI|rna_AFUA_2G14080-1,419,166,0,0
JVCI|rna_AFUA_2G14090-1,730,705,508,539
JVCI|rna_AFUA_2G14100-1,199,229,129,139
JVCI|rna_AFUA_2G14110-1,2068,2068,1454,1481
JVCI|rna_AFUA_2G14170-1,5,6,3,3
JVCI|rna_AFUA_2G14180-1,149,178,88,91
MSTRG.2830.1,455,551,485,504
MSTRG.2830.2,92,0,0,0
JVCI|rna_AFUA_2G14190-1,1,1,2,1
MSTRG.2834.2,0,509,0,0
JVCI|rna_AFUA_2G14130-1,0,0,0,0
MSTRG.2834.4,0,262,278,0
JVCI|rna_AFUA_2G14140-1,0,0,8,0
JVCI|rna_AFUA_2G14120-1,839,829,606,656
MSTRG.2834.1,1410,782,899,1171
MSTRG.2835.1,486,507,645,655
JVCI|rna_AFUA_2G14150-1,3,11,15,6
MSTRG.2836.1,2,0,0,0
MSTRG.2837.1,201,267,720,168
JVCI|rna_AFUA_2G14160-1,451,469,0,578
JVCI|rna_AFUA_2G14200-1,247,299,180,183
JVCI|rna_AFUA_2G14210-1,820,848,586,622
MSTRG.2840.1,295,283,317,358
JVCI|rna_AFUA_2G14220-1,69,44,126,86
MSTRG.2840.3,22,13,32,12
MSTRG.2841.1,158,157,179,196
JVCI|rna_AFUA_2G14230-1,9,7,9,6
JVCI|rna_AFUA_2G14240-1,305,324,296,307
JVCI|rna_AFUA_2G14260-1,0,0,15,0
MSTRG.2842.1,168,154,104,218
MSTRG.2842.2,395,365,589,554
JVCI|rna_AFUA_2G14250-1,56,84,96,41
MSTRG.2843.3,634,193,75,109
MSTRG.2843.2,18,482,426,420
JVCI|rna_AFUA_2G14270-1,0,0,0,0
MSTRG.2844.4,0,0,0,0
MSTRG.2844.1,234,68,1562,1610
MSTRG.2844.3,442,226,35,9
MSTRG.2844.2,390,803,3,0
JVCI|rna_AFUA_2G14280-1,0,0,0,0
JVCI|rna_AFUA_2G14300-1,0,0,0,0
MSTRG.2845.1,252,6,0,335
MSTRG.2845.2,146,416,338,26
